audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db,audio_classification,sustained_duration_sec
AUD_TRIP_003_349,TRIP_003,2024-10-25 09:40:49,349,56.7,normal,0
AUD_TRIP_003_350,TRIP_003,2024-10-25 09:40:50,350,54.6,normal,0
AUD_TRIP_003_351,TRIP_003,2024-10-25 09:40:51,351,54.5,normal,0
AUD_TRIP_003_352,TRIP_003,2024-10-25 09:40:52,352,57.7,normal,0
AUD_TRIP_003_353,TRIP_003,2024-10-25 09:40:53,353,55.4,normal,0
AUD_TRIP_003_354,TRIP_003,2024-10-25 09:40:54,354,52.2,normal,0
AUD_TRIP_003_355,TRIP_003,2024-10-25 09:40:55,355,55.9,normal,0
AUD_TRIP_003_356,TRIP_003,2024-10-25 09:40:56,356,55.1,normal,0
AUD_TRIP_003_357,TRIP_003,2024-10-25 09:40:57,357,55.9,normal,0
AUD_TRIP_003_358,TRIP_003,2024-10-25 09:40:58,358,55.2,normal,0
AUD_TRIP_003_359,TRIP_003,2024-10-25 09:40:59,359,54.4,normal,0
AUD_TRIP_003_360,TRIP_003,2024-10-25 09:41:00,360,54.9,normal,0
AUD_TRIP_003_361,TRIP_003,2024-10-25 09:41:01,361,55.1,normal,0
AUD_TRIP_003_362,TRIP_003,2024-10-25 09:41:02,362,54.2,normal,0
AUD_TRIP_003_363,TRIP_003,2024-10-25 09:41:03,363,52.9,normal,0
AUD_TRIP_003_364,TRIP_003,2024-10-25 09:41:04,364,55.3,normal,0
AUD_TRIP_003_365,TRIP_003,2024-10-25 09:41:05,365,52.5,normal,0
AUD_TRIP_003_366,TRIP_003,2024-10-25 09:41:06,366,58.8,normal,0
AUD_TRIP_003_367,TRIP_003,2024-10-25 09:41:07,367,50.9,normal,0
AUD_TRIP_003_368,TRIP_003,2024-10-25 09:41:08,368,54.2,normal,0
AUD_TRIP_003_369,TRIP_003,2024-10-25 09:41:09,369,53.4,normal,0
AUD_TRIP_003_370,TRIP_003,2024-10-25 09:41:10,370,53.6,normal,0
AUD_TRIP_003_371,TRIP_003,2024-10-25 09:41:11,371,49.7,normal,0
AUD_TRIP_003_372,TRIP_003,2024-10-25 09:41:12,372,56.3,normal,0
AUD_TRIP_003_373,TRIP_003,2024-10-25 09:41:13,373,61.4,normal,0
AUD_TRIP_003_374,TRIP_003,2024-10-25 09:41:14,374,55.5,normal,0
AUD_TRIP_003_375,TRIP_003,2024-10-25 09:41:15,375,54.1,normal,0
AUD_TRIP_003_376,TRIP_003,2024-10-25 09:41:16,376,52.0,normal,0
AUD_TRIP_003_377,TRIP_003,2024-10-25 09:41:17,377,54.9,normal,0
AUD_TRIP_003_378,TRIP_003,2024-10-25 09:41:18,378,59.2,normal,0
AUD_TRIP_003_379,TRIP_003,2024-10-25 09:41:19,379,52.5,normal,0
AUD_TRIP_003_380,TRIP_003,2024-10-25 09:41:20,380,54.9,normal,0
AUD_TRIP_003_381,TRIP_003,2024-10-25 09:41:21,381,55.7,normal,0
AUD_TRIP_003_382,TRIP_003,2024-10-25 09:41:22,382,56.7,normal,0
AUD_TRIP_003_383,TRIP_003,2024-10-25 09:41:23,383,51.0,normal,0
AUD_TRIP_003_384,TRIP_003,2024-10-25 09:41:24,384,52.0,normal,0
AUD_TRIP_003_385,TRIP_003,2024-10-25 09:41:25,385,51.1,normal,0
AUD_TRIP_003_386,TRIP_003,2024-10-25 09:41:26,386,53.5,normal,0
AUD_TRIP_003_387,TRIP_003,2024-10-25 09:41:27,387,57.5,normal,0
AUD_TRIP_003_388,TRIP_003,2024-10-25 09:41:28,388,53.9,normal,0
AUD_TRIP_003_389,TRIP_003,2024-10-25 09:41:29,389,56.7,normal,0
AUD_TRIP_003_390,TRIP_003,2024-10-25 09:41:30,390,59.8,normal,0
AUD_TRIP_003_391,TRIP_003,2024-10-25 09:41:31,391,59.6,normal,0
AUD_TRIP_003_392,TRIP_003,2024-10-25 09:41:32,392,52.0,normal,0
AUD_TRIP_003_393,TRIP_003,2024-10-25 09:41:33,393,55.2,normal,0
AUD_TRIP_003_394,TRIP_003,2024-10-25 09:41:34,394,55.8,normal,0
AUD_TRIP_003_395,TRIP_003,2024-10-25 09:41:35,395,52.3,normal,0
AUD_TRIP_003_396,TRIP_003,2024-10-25 09:41:36,396,55.1,normal,0
AUD_TRIP_003_397,TRIP_003,2024-10-25 09:41:37,397,55.6,normal,0
AUD_TRIP_003_398,TRIP_003,2024-10-25 09:41:38,398,50.4,normal,0
AUD_TRIP_003_399,TRIP_003,2024-10-25 09:41:39,399,56.4,normal,0
AUD_TRIP_003_400,TRIP_003,2024-10-25 09:41:40,400,58.7,normal,0
AUD_TRIP_003_401,TRIP_003,2024-10-25 09:41:41,401,57.3,normal,0
AUD_TRIP_003_402,TRIP_003,2024-10-25 09:41:42,402,54.3,normal,0
AUD_TRIP_003_403,TRIP_003,2024-10-25 09:41:43,403,57.6,normal,0
AUD_TRIP_003_404,TRIP_003,2024-10-25 09:41:44,404,51.9,normal,0
AUD_TRIP_003_405,TRIP_003,2024-10-25 09:41:45,405,56.3,normal,0
AUD_TRIP_003_406,TRIP_003,2024-10-25 09:41:46,406,52.5,normal,0
AUD_TRIP_003_407,TRIP_003,2024-10-25 09:41:47,407,54.0,normal,0
AUD_TRIP_003_408,TRIP_003,2024-10-25 09:41:48,408,56.4,normal,0
AUD_TRIP_003_409,TRIP_003,2024-10-25 09:41:49,409,55.7,normal,0
AUD_TRIP_003_410,TRIP_003,2024-10-25 09:41:50,410,52.8,normal,0
AUD_TRIP_003_411,TRIP_003,2024-10-25 09:41:51,411,49.6,normal,0
AUD_TRIP_003_412,TRIP_003,2024-10-25 09:41:52,412,50.1,normal,0
AUD_TRIP_003_413,TRIP_003,2024-10-25 09:41:53,413,59.2,normal,0
AUD_TRIP_003_414,TRIP_003,2024-10-25 09:41:54,414,55.0,normal,0
AUD_TRIP_003_415,TRIP_003,2024-10-25 09:41:55,415,60.5,normal,0
AUD_TRIP_003_416,TRIP_003,2024-10-25 09:41:56,416,55.6,normal,0
AUD_TRIP_003_417,TRIP_003,2024-10-25 09:41:57,417,51.6,normal,0
AUD_TRIP_003_418,TRIP_003,2024-10-25 09:41:58,418,49.3,normal,0
AUD_TRIP_003_419,TRIP_003,2024-10-25 09:41:59,419,53.1,normal,0
AUD_TRIP_003_420,TRIP_003,2024-10-25 09:42:00,420,53.0,normal,0
AUD_TRIP_003_421,TRIP_003,2024-10-25 09:42:01,421,53.4,normal,0
AUD_TRIP_003_422,TRIP_003,2024-10-25 09:42:02,422,54.4,normal,0
AUD_TRIP_003_423,TRIP_003,2024-10-25 09:42:03,423,54.5,normal,0
AUD_TRIP_003_424,TRIP_003,2024-10-25 09:42:04,424,53.1,normal,0
AUD_TRIP_003_425,TRIP_003,2024-10-25 09:42:05,425,52.3,normal,0
AUD_TRIP_003_426,TRIP_003,2024-10-25 09:42:06,426,57.1,normal,0
AUD_TRIP_003_427,TRIP_003,2024-10-25 09:42:07,427,59.1,normal,0
AUD_TRIP_003_428,TRIP_003,2024-10-25 09:42:08,428,52.6,normal,0
AUD_TRIP_003_429,TRIP_003,2024-10-25 09:42:09,429,53.3,normal,0
AUD_TRIP_003_430,TRIP_003,2024-10-25 09:42:10,430,52.1,normal,0
AUD_TRIP_003_431,TRIP_003,2024-10-25 09:42:11,431,56.1,normal,0
AUD_TRIP_003_432,TRIP_003,2024-10-25 09:42:12,432,57.4,normal,0
AUD_TRIP_003_433,TRIP_003,2024-10-25 09:42:13,433,52.1,normal,0
AUD_TRIP_003_434,TRIP_003,2024-10-25 09:42:14,434,51.3,normal,0
AUD_TRIP_003_435,TRIP_003,2024-10-25 09:42:15,435,59.5,normal,0
AUD_TRIP_003_436,TRIP_003,2024-10-25 09:42:16,436,56.7,normal,0
AUD_TRIP_003_437,TRIP_003,2024-10-25 09:42:17,437,56.7,normal,0
AUD_TRIP_003_438,TRIP_003,2024-10-25 09:42:18,438,53.7,normal,0
AUD_TRIP_003_439,TRIP_003,2024-10-25 09:42:19,439,53.5,normal,0
AUD_TRIP_003_440,TRIP_003,2024-10-25 09:42:20,440,58.3,normal,0
AUD_TRIP_003_441,TRIP_003,2024-10-25 09:42:21,441,49.7,normal,0
AUD_TRIP_003_442,TRIP_003,2024-10-25 09:42:22,442,58.0,normal,0
AUD_TRIP_003_443,TRIP_003,2024-10-25 09:42:23,443,60.8,normal,0
AUD_TRIP_003_444,TRIP_003,2024-10-25 09:42:24,444,54.3,normal,0
AUD_TRIP_003_445,TRIP_003,2024-10-25 09:42:25,445,60.0,normal,0
AUD_TRIP_003_446,TRIP_003,2024-10-25 09:42:26,446,53.1,normal,0
AUD_TRIP_003_447,TRIP_003,2024-10-25 09:42:27,447,53.0,normal,0
AUD_TRIP_003_448,TRIP_003,2024-10-25 09:42:28,448,51.4,normal,0
AUD_TRIP_003_449,TRIP_003,2024-10-25 09:42:29,449,54.0,normal,0
AUD_TRIP_003_450,TRIP_003,2024-10-25 09:42:30,450,54.3,normal,0
AUD_TRIP_003_451,TRIP_003,2024-10-25 09:42:31,451,55.1,normal,0
AUD_TRIP_003_452,TRIP_003,2024-10-25 09:42:32,452,55.7,normal,0
AUD_TRIP_003_453,TRIP_003,2024-10-25 09:42:33,453,53.7,normal,0
AUD_TRIP_003_454,TRIP_003,2024-10-25 09:42:34,454,55.9,normal,0
AUD_TRIP_003_455,TRIP_003,2024-10-25 09:42:35,455,55.4,normal,0
AUD_TRIP_003_456,TRIP_003,2024-10-25 09:42:36,456,56.1,normal,0
AUD_TRIP_003_457,TRIP_003,2024-10-25 09:42:37,457,53.8,normal,0
AUD_TRIP_003_458,TRIP_003,2024-10-25 09:42:38,458,55.6,normal,0
AUD_TRIP_003_459,TRIP_003,2024-10-25 09:42:39,459,61.1,normal,0
AUD_TRIP_003_460,TRIP_003,2024-10-25 09:42:40,460,50.9,normal,0
AUD_TRIP_003_461,TRIP_003,2024-10-25 09:42:41,461,55.9,normal,0
AUD_TRIP_003_462,TRIP_003,2024-10-25 09:42:42,462,49.2,normal,0
AUD_TRIP_003_463,TRIP_003,2024-10-25 09:42:43,463,55.4,normal,0
AUD_TRIP_003_464,TRIP_003,2024-10-25 09:42:44,464,52.4,normal,0
AUD_TRIP_003_465,TRIP_003,2024-10-25 09:42:45,465,51.1,normal,0
AUD_TRIP_003_466,TRIP_003,2024-10-25 09:42:46,466,56.9,normal,0
AUD_TRIP_003_467,TRIP_003,2024-10-25 09:42:47,467,54.5,normal,0
AUD_TRIP_003_468,TRIP_003,2024-10-25 09:42:48,468,58.8,normal,0
AUD_TRIP_003_469,TRIP_003,2024-10-25 09:42:49,469,48.0,normal,0
AUD_TRIP_003_470,TRIP_003,2024-10-25 09:42:50,470,54.1,normal,0
AUD_TRIP_003_471,TRIP_003,2024-10-25 09:42:51,471,52.1,normal,0
AUD_TRIP_003_472,TRIP_003,2024-10-25 09:42:52,472,52.2,normal,0
AUD_TRIP_003_473,TRIP_003,2024-10-25 09:42:53,473,55.7,normal,0
AUD_TRIP_003_474,TRIP_003,2024-10-25 09:42:54,474,58.6,normal,0
AUD_TRIP_003_475,TRIP_003,2024-10-25 09:42:55,475,49.8,normal,0
AUD_TRIP_003_476,TRIP_003,2024-10-25 09:42:56,476,51.3,normal,0
AUD_TRIP_003_477,TRIP_003,2024-10-25 09:42:57,477,52.8,normal,0
AUD_TRIP_003_478,TRIP_003,2024-10-25 09:42:58,478,57.3,normal,0
AUD_TRIP_003_479,TRIP_003,2024-10-25 09:42:59,479,58.0,normal,0
AUD_TRIP_003_480,TRIP_003,2024-10-25 09:43:00,480,60.7,normal,0
AUD_TRIP_003_481,TRIP_003,2024-10-25 09:43:01,481,61.9,normal,0
AUD_TRIP_003_482,TRIP_003,2024-10-25 09:43:02,482,52.7,normal,0
AUD_TRIP_003_483,TRIP_003,2024-10-25 09:43:03,483,56.1,normal,0
AUD_TRIP_003_484,TRIP_003,2024-10-25 09:43:04,484,60.6,normal,0
AUD_TRIP_003_485,TRIP_003,2024-10-25 09:43:05,485,54.2,normal,0
AUD_TRIP_003_486,TRIP_003,2024-10-25 09:43:06,486,54.1,normal,0
AUD_TRIP_003_487,TRIP_003,2024-10-25 09:43:07,487,59.3,normal,0
AUD_TRIP_003_488,TRIP_003,2024-10-25 09:43:08,488,52.7,normal,0
AUD_TRIP_003_489,TRIP_003,2024-10-25 09:43:09,489,55.7,normal,0
AUD_TRIP_003_490,TRIP_003,2024-10-25 09:43:10,490,57.3,normal,0
AUD_TRIP_003_491,TRIP_003,2024-10-25 09:43:11,491,49.6,normal,0
AUD_TRIP_003_492,TRIP_003,2024-10-25 09:43:12,492,50.0,normal,0
AUD_TRIP_003_493,TRIP_003,2024-10-25 09:43:13,493,55.5,normal,0
AUD_TRIP_003_494,TRIP_003,2024-10-25 09:43:14,494,52.4,normal,0
AUD_TRIP_003_495,TRIP_003,2024-10-25 09:43:15,495,54.5,normal,0
AUD_TRIP_003_496,TRIP_003,2024-10-25 09:43:16,496,55.6,normal,0
AUD_TRIP_003_497,TRIP_003,2024-10-25 09:43:17,497,54.2,normal,0
AUD_TRIP_003_498,TRIP_003,2024-10-25 09:43:18,498,54.4,normal,0
AUD_TRIP_003_499,TRIP_003,2024-10-25 09:43:19,499,53.6,normal,0
AUD_TRIP_003_500,TRIP_003,2024-10-25 09:43:20,500,55.9,normal,0
AUD_TRIP_003_501,TRIP_003,2024-10-25 09:43:21,501,55.5,normal,0
AUD_TRIP_003_502,TRIP_003,2024-10-25 09:43:22,502,60.5,normal,0
AUD_TRIP_003_503,TRIP_003,2024-10-25 09:43:23,503,56.3,normal,0
AUD_TRIP_003_504,TRIP_003,2024-10-25 09:43:24,504,56.5,normal,0
AUD_TRIP_003_505,TRIP_003,2024-10-25 09:43:25,505,49.7,normal,0
AUD_TRIP_003_506,TRIP_003,2024-10-25 09:43:26,506,52.8,normal,0
AUD_TRIP_003_507,TRIP_003,2024-10-25 09:43:27,507,51.5,normal,0
AUD_TRIP_003_508,TRIP_003,2024-10-25 09:43:28,508,51.8,normal,0
AUD_TRIP_003_509,TRIP_003,2024-10-25 09:43:29,509,55.7,normal,0
AUD_TRIP_003_510,TRIP_003,2024-10-25 09:43:30,510,52.9,normal,0
AUD_TRIP_003_511,TRIP_003,2024-10-25 09:43:31,511,54.7,normal,0
AUD_TRIP_003_512,TRIP_003,2024-10-25 09:43:32,512,56.7,normal,0
AUD_TRIP_003_513,TRIP_003,2024-10-25 09:43:33,513,57.0,normal,0
AUD_TRIP_003_514,TRIP_003,2024-10-25 09:43:34,514,54.6,normal,0
AUD_TRIP_003_515,TRIP_003,2024-10-25 09:43:35,515,54.1,normal,0
AUD_TRIP_003_516,TRIP_003,2024-10-25 09:43:36,516,52.8,normal,0
AUD_TRIP_003_517,TRIP_003,2024-10-25 09:43:37,517,59.8,normal,0
AUD_TRIP_003_518,TRIP_003,2024-10-25 09:43:38,518,59.2,normal,0
AUD_TRIP_003_519,TRIP_003,2024-10-25 09:43:39,519,54.8,normal,0
AUD_TRIP_003_520,TRIP_003,2024-10-25 09:43:40,520,55.3,normal,0
AUD_TRIP_003_521,TRIP_003,2024-10-25 09:43:41,521,56.8,normal,0
AUD_TRIP_003_522,TRIP_003,2024-10-25 09:43:42,522,53.1,normal,0
AUD_TRIP_003_523,TRIP_003,2024-10-25 09:43:43,523,50.4,normal,0
AUD_TRIP_003_524,TRIP_003,2024-10-25 09:43:44,524,56.5,normal,0
AUD_TRIP_003_525,TRIP_003,2024-10-25 09:43:45,525,54.2,normal,0
AUD_TRIP_003_526,TRIP_003,2024-10-25 09:43:46,526,62.1,normal,0
AUD_TRIP_003_527,TRIP_003,2024-10-25 09:43:47,527,53.3,normal,0
AUD_TRIP_003_528,TRIP_003,2024-10-25 09:43:48,528,54.6,normal,0
AUD_TRIP_003_529,TRIP_003,2024-10-25 09:43:49,529,53.6,normal,0
AUD_TRIP_003_530,TRIP_003,2024-10-25 09:43:50,530,54.9,normal,0
AUD_TRIP_003_531,TRIP_003,2024-10-25 09:43:51,531,51.8,normal,0
AUD_TRIP_003_532,TRIP_003,2024-10-25 09:43:52,532,49.9,normal,0
AUD_TRIP_003_533,TRIP_003,2024-10-25 09:43:53,533,55.0,normal,0
AUD_TRIP_003_534,TRIP_003,2024-10-25 09:43:54,534,55.1,normal,0
AUD_TRIP_003_535,TRIP_003,2024-10-25 09:43:55,535,57.1,normal,0
AUD_TRIP_003_536,TRIP_003,2024-10-25 09:43:56,536,55.3,normal,0
AUD_TRIP_003_537,TRIP_003,2024-10-25 09:43:57,537,54.8,normal,0
AUD_TRIP_003_538,TRIP_003,2024-10-25 09:43:58,538,53.9,normal,0
AUD_TRIP_003_539,TRIP_003,2024-10-25 09:43:59,539,61.1,normal,0
AUD_TRIP_003_540,TRIP_003,2024-10-25 09:44:00,540,49.9,normal,0
AUD_TRIP_003_541,TRIP_003,2024-10-25 09:44:01,541,56.2,normal,0
AUD_TRIP_003_542,TRIP_003,2024-10-25 09:44:02,542,55.0,normal,0
AUD_TRIP_003_543,TRIP_003,2024-10-25 09:44:03,543,60.2,normal,0
AUD_TRIP_003_544,TRIP_003,2024-10-25 09:44:04,544,54.5,normal,0
AUD_TRIP_003_545,TRIP_003,2024-10-25 09:44:05,545,53.6,normal,0
AUD_TRIP_003_546,TRIP_003,2024-10-25 09:44:06,546,53.7,normal,0
AUD_TRIP_003_547,TRIP_003,2024-10-25 09:44:07,547,57.1,normal,0
AUD_TRIP_003_548,TRIP_003,2024-10-25 09:44:08,548,58.6,normal,0
AUD_TRIP_003_549,TRIP_003,2024-10-25 09:44:09,549,59.4,normal,0
AUD_TRIP_003_550,TRIP_003,2024-10-25 09:44:10,550,56.6,normal,0
AUD_TRIP_003_551,TRIP_003,2024-10-25 09:44:11,551,57.3,normal,0
AUD_TRIP_003_552,TRIP_003,2024-10-25 09:44:12,552,53.1,normal,0
AUD_TRIP_003_553,TRIP_003,2024-10-25 09:44:13,553,51.5,normal,0
AUD_TRIP_003_554,TRIP_003,2024-10-25 09:44:14,554,55.0,normal,0
AUD_TRIP_003_555,TRIP_003,2024-10-25 09:44:15,555,54.4,normal,0
AUD_TRIP_003_556,TRIP_003,2024-10-25 09:44:16,556,53.5,normal,0
AUD_TRIP_003_557,TRIP_003,2024-10-25 09:44:17,557,52.9,normal,0
AUD_TRIP_003_558,TRIP_003,2024-10-25 09:44:18,558,58.4,normal,0
AUD_TRIP_003_559,TRIP_003,2024-10-25 09:44:19,559,55.9,normal,0
AUD_TRIP_003_560,TRIP_003,2024-10-25 09:44:20,560,51.5,normal,0
AUD_TRIP_003_561,TRIP_003,2024-10-25 09:44:21,561,54.8,normal,0
AUD_TRIP_003_562,TRIP_003,2024-10-25 09:44:22,562,58.6,normal,0
AUD_TRIP_003_563,TRIP_003,2024-10-25 09:44:23,563,51.4,normal,0
AUD_TRIP_003_564,TRIP_003,2024-10-25 09:44:24,564,54.8,normal,0
AUD_TRIP_003_565,TRIP_003,2024-10-25 09:44:25,565,50.3,normal,0
AUD_TRIP_003_566,TRIP_003,2024-10-25 09:44:26,566,53.8,normal,0
AUD_TRIP_003_567,TRIP_003,2024-10-25 09:44:27,567,49.5,normal,0
AUD_TRIP_003_568,TRIP_003,2024-10-25 09:44:28,568,54.1,normal,0
AUD_TRIP_003_569,TRIP_003,2024-10-25 09:44:29,569,55.5,normal,0
AUD_TRIP_003_570,TRIP_003,2024-10-25 09:44:30,570,59.0,normal,0
AUD_TRIP_003_571,TRIP_003,2024-10-25 09:44:31,571,61.4,normal,0
AUD_TRIP_003_572,TRIP_003,2024-10-25 09:44:32,572,55.6,normal,0
AUD_TRIP_003_573,TRIP_003,2024-10-25 09:44:33,573,51.2,normal,0
AUD_TRIP_003_574,TRIP_003,2024-10-25 09:44:34,574,54.5,normal,0
AUD_TRIP_003_575,TRIP_003,2024-10-25 09:44:35,575,55.2,normal,0
AUD_TRIP_003_576,TRIP_003,2024-10-25 09:44:36,576,53.8,normal,0
AUD_TRIP_003_577,TRIP_003,2024-10-25 09:44:37,577,54.7,normal,0
AUD_TRIP_003_578,TRIP_003,2024-10-25 09:44:38,578,55.9,normal,0
AUD_TRIP_003_579,TRIP_003,2024-10-25 09:44:39,579,53.1,normal,0
AUD_TRIP_003_580,TRIP_003,2024-10-25 09:44:40,580,54.0,normal,0
AUD_TRIP_003_581,TRIP_003,2024-10-25 09:44:41,581,56.2,normal,0
AUD_TRIP_003_582,TRIP_003,2024-10-25 09:44:42,582,56.4,normal,0
AUD_TRIP_003_583,TRIP_003,2024-10-25 09:44:43,583,55.3,normal,0
AUD_TRIP_003_584,TRIP_003,2024-10-25 09:44:44,584,55.9,normal,0
AUD_TRIP_003_585,TRIP_003,2024-10-25 09:44:45,585,54.8,normal,0
AUD_TRIP_003_586,TRIP_003,2024-10-25 09:44:46,586,59.0,normal,0
AUD_TRIP_003_587,TRIP_003,2024-10-25 09:44:47,587,59.2,normal,0
AUD_TRIP_003_588,TRIP_003,2024-10-25 09:44:48,588,54.6,normal,0
AUD_TRIP_003_589,TRIP_003,2024-10-25 09:44:49,589,53.4,normal,0
AUD_TRIP_003_590,TRIP_003,2024-10-25 09:44:50,590,54.4,normal,0
AUD_TRIP_003_591,TRIP_003,2024-10-25 09:44:51,591,52.5,normal,0
AUD_TRIP_003_592,TRIP_003,2024-10-25 09:44:52,592,53.0,normal,0
AUD_TRIP_003_593,TRIP_003,2024-10-25 09:44:53,593,58.3,normal,0
AUD_TRIP_003_594,TRIP_003,2024-10-25 09:44:54,594,57.0,normal,0
AUD_TRIP_003_595,TRIP_003,2024-10-25 09:44:55,595,55.4,normal,0
AUD_TRIP_003_596,TRIP_003,2024-10-25 09:44:56,596,50.0,normal,0
AUD_TRIP_003_597,TRIP_003,2024-10-25 09:44:57,597,53.9,normal,0
AUD_TRIP_003_598,TRIP_003,2024-10-25 09:44:58,598,54.6,normal,0
AUD_TRIP_003_599,TRIP_003,2024-10-25 09:44:59,599,54.9,normal,0
AUD_TRIP_003_600,TRIP_003,2024-10-25 09:45:00,600,53.2,normal,0
AUD_TRIP_003_601,TRIP_003,2024-10-25 09:45:01,601,56.5,normal,0
AUD_TRIP_003_602,TRIP_003,2024-10-25 09:45:02,602,54.8,normal,0
AUD_TRIP_003_603,TRIP_003,2024-10-25 09:45:03,603,53.8,normal,0
AUD_TRIP_003_604,TRIP_003,2024-10-25 09:45:04,604,51.3,normal,0
AUD_TRIP_003_605,TRIP_003,2024-10-25 09:45:05,605,56.6,normal,0
AUD_TRIP_003_606,TRIP_003,2024-10-25 09:45:06,606,53.1,normal,0
AUD_TRIP_003_607,TRIP_003,2024-10-25 09:45:07,607,53.1,normal,0
AUD_TRIP_003_608,TRIP_003,2024-10-25 09:45:08,608,57.5,normal,0
AUD_TRIP_003_609,TRIP_003,2024-10-25 09:45:09,609,56.1,normal,0
AUD_TRIP_003_610,TRIP_003,2024-10-25 09:45:10,610,52.2,normal,0
AUD_TRIP_003_611,TRIP_003,2024-10-25 09:45:11,611,53.1,normal,0
AUD_TRIP_003_612,TRIP_003,2024-10-25 09:45:12,612,52.2,normal,0
AUD_TRIP_003_613,TRIP_003,2024-10-25 09:45:13,613,59.6,normal,0
AUD_TRIP_003_614,TRIP_003,2024-10-25 09:45:14,614,54.4,normal,0
AUD_TRIP_003_615,TRIP_003,2024-10-25 09:45:15,615,51.1,normal,0
AUD_TRIP_003_616,TRIP_003,2024-10-25 09:45:16,616,54.0,normal,0
AUD_TRIP_003_617,TRIP_003,2024-10-25 09:45:17,617,54.9,normal,0
AUD_TRIP_003_618,TRIP_003,2024-10-25 09:45:18,618,57.3,normal,0
AUD_TRIP_003_619,TRIP_003,2024-10-25 09:45:19,619,51.5,normal,0
AUD_TRIP_003_620,TRIP_003,2024-10-25 09:45:20,620,56.0,normal,0
AUD_TRIP_003_621,TRIP_003,2024-10-25 09:45:21,621,58.7,normal,0
AUD_TRIP_003_622,TRIP_003,2024-10-25 09:45:22,622,54.0,normal,0
AUD_TRIP_003_623,TRIP_003,2024-10-25 09:45:23,623,56.0,normal,0
AUD_TRIP_003_624,TRIP_003,2024-10-25 09:45:24,624,59.5,normal,0
AUD_TRIP_003_625,TRIP_003,2024-10-25 09:45:25,625,52.4,normal,0
AUD_TRIP_003_626,TRIP_003,2024-10-25 09:45:26,626,55.7,normal,0
AUD_TRIP_003_627,TRIP_003,2024-10-25 09:45:27,627,50.0,normal,0
AUD_TRIP_003_628,TRIP_003,2024-10-25 09:45:28,628,53.2,normal,0
AUD_TRIP_003_629,TRIP_003,2024-10-25 09:45:29,629,53.6,normal,0
AUD_TRIP_003_630,TRIP_003,2024-10-25 09:45:30,630,58.6,normal,0
AUD_TRIP_003_631,TRIP_003,2024-10-25 09:45:31,631,59.3,normal,0
AUD_TRIP_003_632,TRIP_003,2024-10-25 09:45:32,632,54.6,normal,0
AUD_TRIP_003_633,TRIP_003,2024-10-25 09:45:33,633,49.1,normal,0
AUD_TRIP_003_634,TRIP_003,2024-10-25 09:45:34,634,52.1,normal,0
AUD_TRIP_003_635,TRIP_003,2024-10-25 09:45:35,635,55.4,normal,0
AUD_TRIP_003_636,TRIP_003,2024-10-25 09:45:36,636,52.5,normal,0
AUD_TRIP_003_637,TRIP_003,2024-10-25 09:45:37,637,50.0,normal,0
AUD_TRIP_003_638,TRIP_003,2024-10-25 09:45:38,638,54.6,normal,0
AUD_TRIP_003_639,TRIP_003,2024-10-25 09:45:39,639,53.8,normal,0
AUD_TRIP_003_640,TRIP_003,2024-10-25 09:45:40,640,57.9,normal,0
AUD_TRIP_003_641,TRIP_003,2024-10-25 09:45:41,641,55.5,normal,0
AUD_TRIP_003_642,TRIP_003,2024-10-25 09:45:42,642,54.5,normal,0
AUD_TRIP_003_643,TRIP_003,2024-10-25 09:45:43,643,57.8,normal,0
AUD_TRIP_003_644,TRIP_003,2024-10-25 09:45:44,644,57.3,normal,0
AUD_TRIP_003_645,TRIP_003,2024-10-25 09:45:45,645,61.8,normal,0
AUD_TRIP_003_646,TRIP_003,2024-10-25 09:45:46,646,54.1,normal,0
AUD_TRIP_003_647,TRIP_003,2024-10-25 09:45:47,647,56.8,normal,0
AUD_TRIP_003_648,TRIP_003,2024-10-25 09:45:48,648,58.2,normal,0
AUD_TRIP_003_649,TRIP_003,2024-10-25 09:45:49,649,50.4,normal,0
AUD_TRIP_003_650,TRIP_003,2024-10-25 09:45:50,650,53.7,normal,0
AUD_TRIP_003_651,TRIP_003,2024-10-25 09:45:51,651,49.2,normal,0
AUD_TRIP_003_652,TRIP_003,2024-10-25 09:45:52,652,54.3,normal,0
AUD_TRIP_003_653,TRIP_003,2024-10-25 09:45:53,653,57.9,normal,0
AUD_TRIP_003_654,TRIP_003,2024-10-25 09:45:54,654,52.0,normal,0
AUD_TRIP_003_655,TRIP_003,2024-10-25 09:45:55,655,55.1,normal,0
AUD_TRIP_003_656,TRIP_003,2024-10-25 09:45:56,656,58.3,normal,0
AUD_TRIP_003_657,TRIP_003,2024-10-25 09:45:57,657,52.4,normal,0
AUD_TRIP_003_658,TRIP_003,2024-10-25 09:45:58,658,56.5,normal,0
AUD_TRIP_003_659,TRIP_003,2024-10-25 09:45:59,659,53.4,normal,0
AUD_TRIP_003_660,TRIP_003,2024-10-25 09:46:00,660,52.2,normal,0
AUD_TRIP_003_661,TRIP_003,2024-10-25 09:46:01,661,52.4,normal,0
AUD_TRIP_003_662,TRIP_003,2024-10-25 09:46:02,662,54.8,normal,0
AUD_TRIP_003_663,TRIP_003,2024-10-25 09:46:03,663,57.6,normal,0
AUD_TRIP_003_664,TRIP_003,2024-10-25 09:46:04,664,51.5,normal,0
AUD_TRIP_003_665,TRIP_003,2024-10-25 09:46:05,665,54.4,normal,0
